2020-01-30,青海省,西宁市,630100,34,0,1967,70,5168,15,4311,2804,603,8,0,0,0,68624,9079,59545,1
2020-01-30,宁夏回族自治区,银川市,640100,56,0,3589,73,8262,100,8025,1371,688,11,0,0,0,68624,9079,59545,1
2020-01-30,宁夏回族自治区,吴忠市,640300,13,0,442,9,1586,13,3309,1371,688,5,0,0,0,68624,9079,59545,1
2020-01-30,宁夏回族自治区,固原市,640400,6,0,195,8,1014,2,1609,1371,688,2,0,0,0,68624,9079,59545,1
2020-01-30,宁夏回族自治区,中卫市,640500,5,0,802,4,982,2,4664,1371,688,2,1,0,0,68624,9079,59545,1
2020-01-30,新疆维吾尔自治区,乌鲁木齐市,650100,123,0,23510,118,17391,39,13949,2525,2487,8,0,0,0,68624,9079,59545,1
2020-01-30,新疆维吾尔自治区,吐鲁番市,650400,21,0,270,5,586,3,1152,2525,2487,1,0,0,0,68624,9079,59545,1
2020-01-30,新疆维吾尔自治区,阿克苏地区,652900,26,0,1573,18,2331,8,4120,2525,2487,1,0,0,0,68624,9079,59545,1
2020-01-30,新疆维吾尔自治区,伊犁哈萨克自治州,654000,66,0,2873,37,3448,10,6500,2525,2487,5,0,0,0,68624,9079,59545,1
2020-01-31,北京市,东城区,110101,74,0,9284,1,11725,17,2683,1136,2154,3,0,0,0,71808,10635,61173,1
2020-01-31,北京市,西城区,110102,66,1,10342,6,10467,88,2837,1136,2154,17,0,0,0,71808,10635,61173,1
2020-01-31,北京市,朝阳区,110105,369,2,46724,40,48714,31,5304,1136,2154,27,0,0,0,71808,10635,61173,1
2020-01-31,北京市,丰台区,110106,83,0,26407,22,29557,31,4839,1136,2154,12,0,0,0,71808,10635,61173,1
2020-01-31,北京市,石景山区,110107,104,0,4273,7,6175,11,2259,1136,2154,3,0,0,0,71808,10635,61173,1
2020-01-31,北京市,海淀区,110108,268,8,32558,17,42923,72,7025,1136,2154,35,0,0,0,71808,10635,61173,1
2020-01-31,北京市,门头沟区,110109,28,1,5164,15,6179,4,796,1136,2154,1,0,0,0,71808,10635,61173,1
2020-01-31,北京市,通州区,110112,753,2,19516,38,16488,10,4823,1136,2154,13,0,0,0,71808,10635,61173,1
2020-01-31,北京市,顺义区,110113,211,0,8296,14,8588,9,4806,1136,2154,2,0,0,0,71808,10635,61173,1
2020-01-31,北京市,昌平区,110114,111,2,12500,13,16364,18,3981,1136,2154,12,0,0,0,71808,10635,61173,1
2020-01-31,北京市,大兴区,110115,145,0,10951,39,14428,16,4055,1136,2154,19,0,0,0,71808,10635,61173,1
2020-01-31,北京市,怀柔区,110116,63,0,9694,9,9257,14,3303,1136,2154,1,0,0,0,71808,10635,61173,1
2020-01-31,天津市,和平区,120101,87,0,1418,10,1764,10,1335,5016,1560,3,0,0,0,71808,10635,61173,1
2020-01-31,天津市,河东区,120102,85,0,927,27,1927,3,1484,5016,1560,5,0,0,0,71808,10635,61173,1
2020-01-31,天津市,河西区,120103,116,0,2987,23,2802,9,2801,5016,1560,3,0,0,0,71808,10635,61173,1
2020-01-31,天津市,南开区,120104,180,0,2480,23,3321,15,3472,5016,1560,2,0,0,0,71808,10635,61173,1
2020-01-31,天津市,河北区,120105,97,0,4284,24,2647,10,1207,5016,1560,8,0,0,0,71808,10635,61173,1
2020-01-31,天津市,红桥区,120106,57,0,1774,10,1459,3,1695,5016,1560,2,0,0,0,71808,10635,61173,1
2020-01-31,天津市,西青区,120111,155,0,1670,63,2490,17,4233,5016,1560,2,0,0,0,71808,10635,61173,1
2020-01-31,天津市,滨海新区,120116,542,0,7530,90,7753,126,6998,5016,1560,2,0,0,0,71808,10635,61173,1
2020-01-31,天津市,宁河区,120117,35,0,774,18,508,5,1020,5016,1560,1,0,0,0,71808,10635,61173,1
2020-01-31,河北省,石家庄市,130100,928,49,17846,2485,35885,340,30944,3210,7556,12,16,0,0,71808,10635,61173,1
2020-01-31,河北省,唐山市,130200,743,14,8037,213,11096,124,25717,3210,7556,8,8,0,0,71808,10635,61173,1
2020-01-31,河北省,秦皇岛市,130300,50,12,8576,66,6223,15,11316,3210,7556,1,8,0,0,71808,10635,61173,1
2020-01-31,河北省,邯郸市,130400,796,21,5896,161,9720,142,16703,3210,7556,10,2,0,0,71808,10635,61173,1
2020-01-31,河北省,邢台市,130500,642,22,2831,1245,5253,98,20643,3210,7556,10,3,0,0,71808,10635,61173,1
2020-01-31,河北省,保定市,130600,1163,36,9090,2834,15579,198,57755,3210,7556,11,2,0,0,71808,10635,61173,1
2020-01-31,河北省,张家口市,130700,68,5,1643,19,5502,22,12925,3210,7556,8,5,0,0,71808,10635,61173,1
2020-01-31,河北省,承德市,130800,101,1,1723,22,4357,14,14871,3210,7556,2,0,0,0,71808,10635,61173,1
2020-01-31,河北省,沧州市,130900,157,23,2370,483,7511,360,15259,3210,7556,19,0,0,1,71808,10635,61173,1
2020-01-31,河北省,廊坊市,131000,138,26,4296,717,8063,221,18994,3210,7556,11,0,0,0,71808,10635,61173,1
2020-01-31,河北省,衡水市,131100,285,21,2407,318,12217,133,11608,3210,7556,4,0,0,0,71808,10635,61173,1
2020-01-31,山西省,太原市,140100,95,4,14433,77,17802,12,20862,3514,3718,4,0,1,0,71808,10635,61173,1
2020-01-31,山西省,大同市,140200,37,6,1048,19,3522,4,4622,3514,3718,6,0,0,0,71808,10635,61173,1
2020-01-31,山西省,阳泉市,140300,30,1,1184,6,1586,4,2959,3514,3718,1,0,0,0,71808,10635,61173,1
2020-01-31,山西省,长治市,140400,18,4,1601,17,3063,10,7855,3514,3718,3,0,0,0,71808,10635,61173,1
2020-01-31,山西省,晋城市,140500,39,6,845,9,2722,6,6294,3514,3718,2,0,0,0,71808,10635,61173,1
2020-01-31,山西省,朔州市,140600,19,3,1109,12,1415,8,4956,3514,3718,3,0,0,0,71808,10635,61173,1
2020-01-31,山西省,晋中市,140700,22,2,1563,20,3294,9,7465,3514,3718,11,0,0,0,71808,10635,61173,1
2020-01-31,山西省,运城市,140800,50,4,6916,52,4672,29,8513,3514,3718,10,0,0,0,71808,10635,61173,1
2020-01-31,山西省,忻州市,140900,17,4,576,8,1639,4,3480,3514,3718,1,0,0,0,71808,10635,61173,1
2020-01-31,山西省,临汾市,141000,57,12,1197,31,4378,3,5811,3514,3718,1,0,0,0,71808,10635,61173,1
2020-01-31,山西省,吕梁市,141100,34,6,1414,36,2236,10,5615,3514,3718,5,0,0,0,71808,10635,61173,1
2020-01-31,内蒙古自治区,呼和浩特市,150100,88,0,5301,29,8274,42,19382,1846,2534,2,0,0,0,71808,10635,61173,1
2020-01-31,内蒙古自治区,包头市,150200,35,0,1634,38,4250,9,20626,1846,2534,3,2,0,0,71808,10635,61173,1
2020-01-31,内蒙古自治区,乌海市,150300,6,0,170,7,747,3,2182,1846,2534,0,1,0,0,71808,10635,61173,1
2020-01-31,内蒙古自治区,赤峰市,150400,39,0,2117,26,6396,18,20048,1846,2534,2,0,0,0,71808,10635,61173,1
2020-01-31,内蒙古自治区,通辽市,150500,40,0,528,16,3831,12,5437,1846,2534,1,0,0,0,71808,10635,61173,1
2020-01-31,内蒙古自治区,鄂尔多斯市,150600,28,0,1942,33,2733,34,12912,1846,2534,5,2,0,0,71808,10635,61173,1
2020-01-31,内蒙古自治区,呼伦贝尔市,150700,12,0,640,4,2961,5,4520,1846,2534,2,0,1,0,71808,10635,61173,1
2020-01-31,内蒙古自治区,巴彦淖尔市,150800,27,0,391,21,1977,7,4408,1846,2534,3,0,0,0,71808,10635,61173,1
2020-01-31,内蒙古自治区,乌兰察布市,150900,45,0,264,22,1583,12,2556,1846,2534,2,0,0,0,71808,10635,61173,1
2020-01-31,内蒙古自治区,兴安盟,152200,20,0,263,10,1898,3,8089,1846,2534,1,0,0,0,71808,10635,61173,1
2020-01-31,内蒙古自治区,锡林郭勒盟,152500,27,0,927,16,1819,7,2280,1846,2534,2,0,0,0,71808,10635,61173,1
2020-01-31,辽宁省,沈阳市,210100,415,36,17658,390,35130,85,24802,1782,4359,13,0,0,0,71808,10635,61173,1
2020-01-31,辽宁省,大连市,210200,556,37,4126,286,16339,1300,11092,1782,4359,8,0,1,0,71808,10635,61173,1
2020-01-31,辽宁省,鞍山市,210300,91,5,1140,141,3917,40,7431,1782,4359,1,0,0,0,71808,10635,61173,1
2020-01-31,辽宁省,本溪市,210500,37,4,493,17,1983,8,4326,1782,4359,3,0,0,0,71808,10635,61173,1
2020-01-31,辽宁省,丹东市,210600,86,5,4455,41,3737,21,9259,1782,4359,5,0,0,0,71808,10635,61173,1
2020-01-31,辽宁省,锦州市,210700,27,5,711,63,4240,47,8540,1782,4359,7,0,0,0,71808,10635,61173,1
2020-01-31,辽宁省,营口市,210800,116,8,1461,55,3647,216,11549,1782,4359,1,0,0,0,71808,10635,61173,1
2020-01-31,辽宁省,阜新市,210900,30,2,317,18,1567,10,2456,1782,4359,1,0,0,0,71808,10635,61173,1
2020-01-31,辽宁省,辽阳市,211000,31,2,1148,101,1807,28,2951,1782,4359,1,0,0,0,71808,10635,61173,1
2020-01-31,辽宁省,盘锦市,211100,57,3,691,82,2311,176,8248,1782,4359,7,0,0,0,71808,10635,61173,1
2020-01-31,辽宁省,铁岭市,211200,115,12,421,39,2940,23,14459,1782,4359,2,0,0,0,71808,10635,61173,1
2020-01-31,辽宁省,朝阳市,211300,46,5,788,43,3382,22,13020,1782,4359,6,0,0,0,71808,10635,61173,1
2020-01-31,辽宁省,葫芦岛市,211400,83,3,777,29,2620,37,13978,1782,4359,5,0,0,0,71808,10635,61173,1
2020-01-31,吉林省,长春市,220100,345,22,7443,280,27483,76,25469,1831,2704,6,0,1,0,71808,10635,61173,1
2020-01-31,吉林省,吉林市,220200,41,0,2907,52,7768,42,13839,1831,2704,3,0,0,0,71808,10635,61173,1
2020-01-31,吉林省,四平市,220300,26,0,378,38,3966,17,6396,1831,2704,1,0,0,0,71808,10635,61173,1
2020-01-31,吉林省,通化市,220500,32,0,301,21,2992,4,3405,1831,2704,1,0,0,0,71808,10635,61173,1
2020-01-31,吉林省,松原市,220700,24,0,505,24,3158,11,3845,1831,2704,2,0,0,0,71808,10635,61173,1
2020-01-31,吉林省,延边朝鲜族自治州,222400,35,0,1347,20,4840,24,3572,1831,2704,2,0,0,0,71808,10635,61173,1
2020-01-31,黑龙江省,哈尔滨市,230100,319,0,9962,176,31479,47,27119,5476,3773,25,0,0,0,71808,10635,61173,1
2020-01-31,黑龙江省,齐齐哈尔市,230200,52,0,1050,30,7989,15,29098,5476,3773,3,0,0,0,71808,10635,61173,1
2020-01-31,黑龙江省,鸡西市,230300,15,0,218,4,2002,3,10548,5476,3773,4,0,0,0,71808,10635,61173,1
2020-01-31,黑龙江省,鹤岗市,230400,12,0,120,0,777,0,14090,5476,3773,1,0,0,0,71808,10635,61173,1
2020-01-31,黑龙江省,双鸭山市,230500,3,0,274,1,1696,1,6719,5476,3773,2,0,0,0,71808,10635,61173,1
2020-01-31,黑龙江省,大庆市,230600,38,0,18396,76,6696,71,31582,5476,3773,8,0,0,0,71808,10635,61173,1
2020-01-31,黑龙江省,佳木斯市,230800,13,0,893,66,4252,8,10212,5476,3773,11,0,0,0,71808,10635,61173,1
2020-01-31,黑龙江省,七台河市,230900,6,0,96,11,1359,0,3346,5476,3773,5,0,0,0,71808,10635,61173,1
2020-01-31,黑龙江省,牡丹江市,231000,70,0,627,36,3523,18,5302,5476,3773,6,0,0,0,71808,10635,61173,1
2020-01-31,黑龙江省,绥化市,231200,25,0,598,33,4165,5,6372,5476,3773,13,0,0,2,71808,10635,61173,1
2020-01-31,黑龙江省,大兴安岭地区,232700,4,0,115,0,640,0,4335,5476,3773,2,0,0,0,71808,10635,61173,1
2020-01-31,上海市,黄浦区,310101,39,0,2334,23,3525,3,1917,3823,2424,5,0,0,0,71808,10635,61173,1
2020-01-31,上海市,徐汇区,310104,200,1,2766,27,4011,5,2255,3823,2424,5,0,0,0,71808,10635,61173,1
2020-01-31,上海市,长宁区,310105,77,2,2654,39,3217,6,1745,3823,2424,6,0,0,0,71808,10635,61173,1
2020-01-31,上海市,静安区,310106,55,0,3199,22,4199,3,3039,3823,2424,8,0,0,0,71808,10635,61173,1
2020-01-31,上海市,普陀区,310107,41,0,5141,31,5941,5,4708,3823,2424,2,0,0,0,71808,10635,61173,1
2020-01-31,上海市,虹口区,310109,128,0,3432,8,4351,3,3968,3823,2424,5,0,0,0,71808,10635,61173,1
2020-01-31,上海市,杨浦区,310110,65,0,3305,21,5107,12,3191,3823,2424,2,0,0,0,71808,10635,61173,1
2020-01-31,上海市,闵行区,310112,345,1,8028,130,10691,36,9468,3823,2424,7,0,0,0,71808,10635,61173,1
2020-01-31,上海市,宝山区,310113,120,5,10883,153,11050,12,7611,3823,2424,5,0,0,0,71808,10635,61173,1
2020-01-31,上海市,嘉定区,310114,450,4,10083,188,13224,38,17429,3823,2424,2,0,0,0,71808,10635,61173,1
2020-01-31,上海市,浦东新区,310115,524,4,21772,175,25249,42,19704,3823,2424,27,0,0,0,71808,10635,61173,1
2020-01-31,上海市,金山区,310116,296,7,11460,280,23481,48,19136,3823,2424,1,0,0,0,71808,10635,61173,1
2020-01-31,上海市,松江区,310117,199,8,9550,365,10757,29,14306,3823,2424,3,0,0,0,71808,10635,61173,1
2020-01-31,上海市,青浦区,310118,176,3,11366,244,12774,20,12599,3823,2424,2,0,0,0,71808,10635,61173,1
2020-01-31,上海市,奉贤区,310120,537,11,17630,205,25620,38,34790,3823,2424,5,0,0,0,71808,10635,61173,1
2020-01-31,江苏省,南京市,320100,1552,3,22042,290,42079,158,27159,2176,8051,28,0,2,0,71808,10635,61173,1
2020-01-31,江苏省,无锡市,320200,4429,12,42232,951,20688,192,21969,2176,8051,13,0,0,0,71808,10635,61173,1
2020-01-31,江苏省,徐州市,320300,1117,6,15378,407,21644,71,29387,2176,8051,23,0,0,0,71808,10635,61173,1
2020-01-31,江苏省,常州市,320400,3563,6,24313,714,15436,251,15624,2176,8051,14,0,0,0,71808,10635,61173,1
2020-01-31,江苏省,苏州市,320500,7969,15,47886,3503,38858,351,33120,2176,8051,34,0,2,0,71808,10635,61173,1
2020-01-31,江苏省,南通市,320600,2581,5,18640,1144,15446,138,20531,2176,8051,12,0,0,0,71808,10635,61173,1
2020-01-31,江苏省,连云港市,320700,642,3,5205,167,9251,66,7972,2176,8051,13,0,1,0,71808,10635,61173,1
2020-01-31,江苏省,淮安市,320800,729,5,4172,256,9837,71,19174,2176,8051,12,0,0,0,71808,10635,61173,1
2020-01-31,江苏省,盐城市,320900,1144,4,9204,1126,12127,160,15727,2176,8051,13,0,0,0,71808,10635,61173,1
2020-01-31,江苏省,扬州市,321000,1553,6,5309,1047,12802,121,16848,2176,8051,13,0,0,0,71808,10635,61173,1
2020-01-31,江苏省,镇江市,321100,1031,41,5114,504,7409,129,6976,2176,8051,2,0,0,0,71808,10635,61173,1
2020-01-31,江苏省,泰州市,321200,895,2,6275,313,19348,87,11742,2176,8051,17,0,0,0,71808,10635,61173,1
2020-01-31,江苏省,宿迁市,321300,14658,3,8342,629,14509,73,40717,2176,8051,8,0,0,0,71808,10635,61173,1
2020-01-31,浙江省,杭州市,330100,5157,11,37697,1219,54578,297,71513,2137,5737,98,0,0,0,71808,10635,61173,1
2020-01-31,浙江省,宁波市,330200,4647,114,26881,790,26299,121,33922,2137,5737,55,0,1,0,71808,10635,61173,1
2020-01-31,浙江省,温州市,330300,3779,12,9990,21191,15190,427,0,2137,5737,241,0,8,0,71808,10635,61173,1
2020-01-31,浙江省,嘉兴市,330400,1788,21,13461,886,10196,89,0,2137,5737,18,0,0,0,71808,10635,61173,1
2020-01-31,浙江省,湖州市,330500,816,32,3986,0,6294,68,0,2137,5737,6,0,0,0,71808,10635,61173,1
2020-01-31,浙江省,绍兴市,330600,1422,39,21267,0,10129,83,0,2137,5737,24,0,0,0,71808,10635,61173,1
2020-01-31,浙江省,金华市,330700,11698,26,18073,0,18992,58,0,2137,5737,34,0,3,0,71808,10635,61173,1
2020-01-31,浙江省,衢州市,330800,461,21,1345,0,3848,40,0,2137,5737,13,0,0,0,71808,10635,61173,1
2020-01-31,浙江省,舟山市,330900,137,5,3113,0,2398,98,0,2137,5737,7,0,1,0,71808,10635,61173,1
2020-01-31,浙江省,台州市,331000,1606,10,5790,0,9543,175,0,2137,5737,95,0,1,0,71808,10635,61173,1
2020-01-31,浙江省,丽水市,331100,286,3,913,0,3206,13,12421,2137,5737,8,0,1,0,71808,10635,61173,1
2020-01-31,安徽省,合肥市,340100,1110,176,12829,937,34093,147,32412,2599,6324,59,7,1,0,71808,10635,61173,1
2020-01-31,安徽省,芜湖市,340200,279,178,2101,254,5266,119,7054,2599,6324,15,1,0,0,71808,10635,61173,1
2020-01-31,安徽省,蚌埠市,340300,206,137,1263,269,3959,36,7722,2599,6324,16,6,0,0,71808,10635,61173,1
2020-01-31,安徽省,淮南市,340400,134,31,865,126,3679,12,3900,2599,6324,6,0,0,0,71808,10635,61173,1
2020-01-31,安徽省,马鞍山市,340500,154,40,1487,77,3644,24,3983,2599,6324,22,5,0,0,71808,10635,61173,1
2020-01-31,安徽省,淮北市,340600,99,23,1528,77,2861,8,4243,2599,6324,6,3,0,0,71808,10635,61173,1
2020-01-31,安徽省,铜陵市,340700,184,91,1208,122,1688,43,2738,2599,6324,16,0,0,0,71808,10635,61173,1
2020-01-31,安徽省,安庆市,340800,4786,1916,1940,6048,5621,152,10242,2599,6324,37,11,0,0,71808,10635,61173,1
2020-01-31,安徽省,黄山市,341000,62,27,384,52,1527,28,3502,2599,6324,9,0,0,0,71808,10635,61173,1
2020-01-31,安徽省,滁州市,341100,958,460,1303,811,3918,62,5571,2599,6324,6,0,0,0,71808,10635,61173,1
2020-01-31,安徽省,阜阳市,341200,913,180,1528,493,8488,97,12411,2599,6324,47,8,0,0,71808,10635,61173,1
2020-01-31,安徽省,宿州市,341300,234,101,1175,226,4370,23,4577,2599,6324,12,5,0,0,71808,10635,61173,1
2020-01-31,安徽省,六安市,341500,320,153,927,288,2530,32,4771,2599,6324,13,18,1,0,71808,10635,61173,1
2020-01-31,安徽省,亳州市,341600,358,98,619,163,4442,8,6971,2599,6324,25,11,1,0,71808,10635,61173,1
2020-01-31,安徽省,池州市,341700,176,55,405,121,1306,16,1975,2599,6324,4,2,0,0,71808,10635,61173,1
2020-01-31,安徽省,宣城市,341800,185,90,637,144,2665,37,3655,2599,6324,4,0,0,0,71808,10635,61173,1
2020-01-31,福建省,福州市,350100,332,5,22973,148,21296,97,48332,3238,3941,39,38,0,0,71808,10635,61173,1
2020-01-31,福建省,厦门市,350200,450,1,53751,175,21383,30,136968,3238,3941,17,7,0,0,71808,10635,61173,1
2020-01-31,福建省,莆田市,350300,517,33,5462,95,5832,4,22441,3238,3941,25,21,0,0,71808,10635,61173,1
2020-01-31,福建省,三明市,350400,64,12,2812,56,2292,13,8075,3238,3941,10,12,0,0,71808,10635,61173,1
2020-01-31,福建省,泉州市,350500,3897,322,17847,2091,11468,114,61222,3238,3941,24,7,0,0,71808,10635,61173,1
2020-01-31,福建省,漳州市,350600,331,9,1816,90,3981,68,13297,3238,3941,11,5,0,0,71808,10635,61173,1
2020-01-31,福建省,南平市,350700,151,10,1176,61,2335,13,6712,3238,3941,8,13,0,0,71808,10635,61173,1
2020-01-31,福建省,龙岩市,350800,135,4,2223,64,2969,5,12245,3238,3941,1,4,0,0,71808,10635,61173,1
2020-01-31,福建省,宁德市,350900,109,6,1518,106,3032,4,15093,3238,3941,9,1,0,0,71808,10635,61173,1
2020-01-31,江西省,南昌市,360100,149,38,5258,158,23476,19,19420,4818,4648,83,0,1,0,71808,10635,61173,1
2020-01-31,江西省,景德镇市,360200,90,29,384,37,1032,3,1370,4818,4648,3,0,1,0,71808,10635,61173,1
2020-01-31,江西省,萍乡市,360300,67,11,584,29,2256,42,2854,4818,4648,9,0,1,0,71808,10635,61173,1
2020-01-31,江西省,九江市,360400,363,30,2818,194,8145,111,10875,4818,4648,43,0,0,0,71808,10635,61173,1
2020-01-31,江西省,新余市,360500,29,9,1847,29,3669,4,4305,4818,4648,40,0,2,0,71808,10635,61173,1
2020-01-31,江西省,鹰潭市,360600,59,3,362,36,1332,5,2632,4818,4648,4,0,0,0,71808,10635,61173,1
2020-01-31,江西省,赣州市,360700,185,23,1491,123,6615,24,13687,4818,4648,30,0,1,0,71808,10635,61173,1
2020-01-31,江西省,吉安市,360800,129,24,1421,115,6040,9,7009,4818,4648,11,0,1,0,71808,10635,61173,1
2020-01-31,江西省,宜春市,360900,139,16,1729,138,14831,182,8060,4818,4648,29,0,1,0,71808,10635,61173,1
2020-01-31,江西省,抚州市,361000,89,36,682,198,3952,15,3439,4818,4648,18,0,0,0,71808,10635,61173,1
2020-01-31,江西省,上饶市,361100,202,37,2337,151,5738,15,7978,4818,4648,16,0,1,0,71808,10635,61173,1
2020-01-31,山东省,济南市,370100,1489,60,35705,1004,54490,217,61139,1622,10047,18,11,0,0,71808,10635,61173,1
2020-01-31,山东省,青岛市,370200,3731,321,46440,1687,41435,279,82282,1622,10047,21,32,1,0,71808,10635,61173,1
2020-01-31,山东省,淄博市,370300,419,31,6852,521,12956,573,28595,1622,10047,10,0,0,0,71808,10635,61173,1
2020-01-31,山东省,枣庄市,370400,302,36,8777,162,7092,56,16717,1622,10047,11,5,0,0,71808,10635,61173,1
2020-01-31,山东省,烟台市,370600,1060,80,12185,442,18773,138,26387,1622,10047,20,0,0,0,71808,10635,61173,1
2020-01-31,山东省,潍坊市,370700,2793,373,12083,3045,19972,231,46475,1622,10047,9,1,0,0,71808,10635,61173,1
2020-01-31,山东省,济宁市,370800,661,63,8198,354,15048,114,32403,1622,10047,10,4,0,0,71808,10635,61173,1
2020-01-31,山东省,泰安市,370900,262,21,4029,333,10147,120,17332,1622,10047,5,7,0,0,71808,10635,61173,1
2020-01-31,山东省,威海市,371000,355,29,4497,201,8704,32,14299,1622,10047,24,0,0,0,71808,10635,61173,1
2020-01-31,山东省,日照市,371100,215,27,3048,187,4712,121,13917,1622,10047,10,0,0,0,71808,10635,61173,1
2020-01-31,山东省,临沂市,371300,1396,132,4647,721,14395,194,20493,1622,10047,23,3,0,0,71808,10635,61173,1
2020-01-31,山东省,德州市,371400,284,52,2700,525,6843,108,18783,1622,10047,17,6,1,0,71808,10635,61173,1
2020-01-31,山东省,聊城市,371500,352,55,3739,340,8236,100,24280,1622,10047,7,4,0,0,71808,10635,61173,1
2020-01-31,山东省,滨州市,371600,195,33,4052,489,6451,131,10371,1622,10047,9,1,0,0,71808,10635,61173,1
2020-01-31,山东省,菏泽市,371700,546,87,2953,365,9532,117,21150,1622,10047,8,9,0,0,71808,10635,61173,1
2020-01-31,河南省,郑州市,410100,1960,87,23591,637,58752,72,40242,4903,9605,56,0,0,0,71808,10635,61173,1
2020-01-31,河南省,开封市,410200,87,27,1909,108,5505,19,5200,4903,9605,8,0,0,0,71808,10635,61173,1
2020-01-31,河南省,洛阳市,410300,125,17,4287,129,9667,661,16060,4903,9605,5,0,0,0,71808,10635,61173,1
2020-01-31,河南省,平顶山市,410400,66,22,2171,82,5210,22,10605,4903,9605,11,0,0,0,71808,10635,61173,1
2020-01-31,河南省,安阳市,410500,484,53,1513,507,7414,33,7087,4903,9605,24,0,0,0,71808,10635,61173,1
2020-01-31,河南省,鹤壁市,410600,133,28,600,54,1649,12,4130,4903,9605,6,0,0,0,71808,10635,61173,1
2020-01-31,河南省,新乡市,410700,449,217,2233,2257,10400,34,12085,4903,9605,21,0,0,0,71808,10635,61173,1
2020-01-31,河南省,焦作市,410800,76,18,810,97,3403,37,3372,4903,9605,2,0,0,0,71808,10635,61173,1
2020-01-31,河南省,濮阳市,410900,158,39,931,165,4001,161,5327,4903,9605,3,0,0,0,71808,10635,61173,1
2020-01-31,河南省,许昌市,411000,75,12,1353,84,4370,33,5087,4903,9605,12,0,0,0,71808,10635,61173,1
2020-01-31,河南省,漯河市,411100,41,18,847,55,2729,11,17448,4903,9605,14,0,0,0,71808,10635,61173,1
2020-01-31,河南省,三门峡市,411200,21,4,397,26,1528,10,2739,4903,9605,7,0,0,0,71808,10635,61173,1
2020-01-31,河南省,南阳市,411300,106,15,1654,130,8690,25,9327,4903,9605,66,0,0,1,71808,10635,61173,1
2020-01-31,河南省,商丘市,411400,170,52,1526,173,6183,12,13902,4903,9605,29,0,0,0,71808,10635,61173,1
2020-01-31,河南省,信阳市,411500,96,40,575,94,3740,7,3573,4903,9605,70,0,0,0,71808,10635,61173,1
2020-01-31,河南省,周口市,411600,207,34,2431,681,14304,21,21491,4903,9605,38,0,0,0,71808,10635,61173,1
2020-01-31,河南省,驻马店市,411700,97,22,796,102,5393,15,6242,4903,9605,40,0,0,0,71808,10635,61173,1
2020-01-31,湖北省,武汉市,420100,371,40,18065,990,39744,126,31410,2804,5917,3215,0,0,192,71808,10635,61173,1
2020-01-31,湖北省,黄石市,420200,38,10,1217,33,3064,5,3426,2804,5917,209,0,0,2,71808,10635,61173,1
